title,claim,verdict,url
Insufficient evidence to claim COVID-19 vaccines cause menstrual irregularities in vaccinated women; vaccinated people arent making unvaccinated people ill,A protein alone cant do that,FALSE,https://science.feedback.org/review/insufficient-evidence-to-claim-covid-19-vaccines-cause-menstrual-irregularities-in-vaccinated-women-vaccinated-people-arent-making-unvaccinated-people-ill/
More evidence needed for the claim that vitamin D supplements reduce risk of COVID-19 infection,Habitual use of vitamin D supplements was associated with a 34% lower risk of COVID-19 infectionù; This is an observational study so causation cannot be establishedù,Unknown,https://science.feedback.org/review/more-evidence-needed-for-the-claim-that-vitamin-d-supplements-reduce-risk-of-covid-19-infection/
The Epoch Times prints a range of inaccurate and misleading claims about climate changes impacts and causes,CO<sub>2</sub> is not the cause of our current warming trend; Arctic sea ice has expanded in recent years; Polar bears population is growing and is not threatened by climate change; CO<sub>2</sub> is good for plant life,FALSE,https://science.feedback.org/review/the-epoch-times-prints-range-of-inaccurate-misleading-claims-climate-changes-impacts-causes-patrick-moore/
"Social media post inaccurately claims natural remedy of garlic, onions, thyme, and lemon can replace the flu shot","A soup made of garlic, onions, thyme, and lemon can replace the flu shot and cure other illnesses such as the common cold and norovirus",FALSE,https://science.feedback.org/review/social-media-post-inaccurately-claims-natural-remedy-garlic-onions-thyme-lemon-replace-flu-shot/
"Wildfires in LA influenced by Santa Ana winds and dry vegetation; climate change a likely factor, contrary to viral misinformation","Anthropogenic influences on fire activity have become more pronounced since the late eighteenth century, reflecting the effects of industrialization and climate change, land clearance, human population growth, replacement of indigenous and traditional fire management, and the subsequent development of large-scale firefighting and fuels management in the twentieth century.ù[3]",FALSE,https://science.feedback.org/review/wildfires-in-la-influenced-by-santa-ana-winds-and-dry-vegetation-climate-change-a-likely-factor-contrary-to-viral-misinformation/
"Evidence greenhouse gasses cause global warming denied by Willie Soon in Tucker Carlson interview, resulting in mass social media climate misinformation",Box 1. The impacts of CO2on polar bears and ocean acidification.,FALSE,https://science.feedback.org/review/evidence-greenhouse-gasses-cause-global-warming-denied-willie-soon-tucker-carlson-interview-mass-social-media-climate-misinformation/
Analysis by Florida Department of Health about COVID-19 mRNA vaccines contains multiple methodological problems,non-significant results for cardiac-related deaths following vaccination,FALSE,https://science.feedback.org/review/analysis-florida-department-health-surgeon-general-joseph-ladopo-contains-multiple-methodological-problems-covid-19-mrna-vaccines-2/
"New study contained methodological limitations and failed to show that COVID-19 vaccines increase disease burden, despite claims by Patrick Flynn","COVID-19 òvaccinated people are sickerù; òVaccinated individuals experienced [...] higher rates of COVID-19 infections, and increased musculoskeletal issues compared to the unvaccinatedù",FALSE,https://science.feedback.org/review/new-study-contained-methodological-limitations-failed-show-covid-19-vaccines-increase-disease-burden-despite-claims-patrick-flynn/
"Czech data doesnt show COVID-19 mRNA vaccines reduce fertility, contrary to John Campbell video",On the preprint,FALSE,https://science.feedback.org/review/czech-data-doesnt-show-covid-mrna-vaccines-reduce-fertility-john-campbell-video/
Pregnant women can decide whether to receive the COVID-19 vaccine; safety monitoring suggests that COVID-19 vaccines dont pose any specific risk for pregnant women,"Health officials push pregnant women to get covid shots, despite known risksù",FALSE,https://science.feedback.org/review/pregnant-women-can-decide-whether-to-receive-the-covid-19-vaccine-safety-monitoring-suggests-that-covid-19-vaccines-dont-pose-any-specific-risk-for-pregnant-women/
Peter McCullough misinterprets study on COVID-19 vaccination in pregnancy; the study shows that vaccines are safe for pregnant women,No discernible benefit of covid-19 vaccination in pregnancyù; higher rate of neonatal and all-cause readmissions among babies born to vaccinated mothersù,FALSE,https://science.feedback.org/review/peter-mccullough-misinterprets-study-covid19-vaccination-pregnancy-study-shows-vaccines-safe-for-pregnant-women/
"Possible increases in cancer rates and lower life expectancy in 2021 are primarily driven by effects of COVID-19, not vaccination",conclusions related to vaccine safety are not validated and lacked experimental support,FALSE,https://science.feedback.org/review/possible-increases-cancer-rates-lower-life-expectancy-2021-primarily-effects-of-covid-19-not-vaccination/
COVID-19 related deaths are indeed caused by COVID-19 and not by contributing health conditions,"coronavirus itself is responsible for just 6% of all deaths listed as coronavirus-relatedù, the others are due to pre-existing comorbiditiesù",FALSE,https://science.feedback.org/review/covid-19-related-deaths-are-indeed-caused-by-covid-19-and-not-by-contributing-health-conditions-oann/
"Soap-soaked cotton balls arent a reliable method for removing ticks, contrary to recurring viral claim",,FALSE,https://science.feedback.org/review/soap-soaked-cotton-balls-arent-reliable-method-removing-ticks-contrary-recurring-viral-claim/
Lack of clinical evidence for the claim that dog dewormer fenbendazole cures cancer,Fenbendazole cures cancer,FALSE,https://science.feedback.org/review/lack-clinical-evidence-dog-dewormer-fenbendazole-cures-cancer/
Vaccine-induced immunity is more reliable and safer than natural immunity; Faucis remarks in 2004 interview misinterpreted in social media posts,Faucis 2004 interview remarks about flu vaccine shows that natural immunity is best for COVID-19,FALSE,https://science.feedback.org/review/vaccine-induced-immunity-more-reliable-safer-than-natural-immunity-covid-19-deadlier-than-flu/
COVID-19 vaccines are critical for controlling the pandemic; vaccines still offer partial protection against new variants of the virus,"COVID-19 mass vaccination will select for more virulent variants of the virus that causes COVID-19, which will escape vaccine-induced immunity and cause more severe disease",FALSE,https://science.feedback.org/review/covid-19-vaccines-are-critical-for-controlling-the-pandemic-vaccines-still-offer-partial-protection-against-new-variants-of-the-virus/
Anti-vaccination organization spreads baseless claim that global HPV vaccination campaign will lead to mass casualty eventù,"HPV vaccines are ineffective and cause side effects including autoimmune and neurological disorders, based on VAERS reports",FALSE,https://science.feedback.org/review/anti-vaccination-organization-spreads-baseless-claim-global-hpv-vaccination-campaign-mass-casualty-event/
SADS is caused by genetic mutations affecting the electrical system regulating heartbeat; no evidence it is caused by COVID-19 vaccines,COVID-19 vaccination is associated with the sudden death of young adults,FALSE,https://science.feedback.org/review/sads-caused-by-genetic-mutations-affecting-electrical-system-regulating-heartbeat-no-evidence-caused-by-covid-19-vaccines-candace-owens/
COVID-19 vaccines didnt cause injuries and disabilities that cost the economy billions of dollars; vaccines benefited the economy,COVID-19 vaccines caused 26.6 million Injuriesù and 1.36 million Disabilitiesù in 2022 and cost the economy billions of dollars.,FALSE,https://science.feedback.org/review/covid19-vaccines-didnt-cause-injuries-disabilities-cost-economy-billions-dollars-vaccines-benefited-economy/
"Family physician Daniel Stock repeated previously debunked misinformation about COVID-19 vaccines, treatments, and control strategies in a Mount Vernon School Board Meeting","Face masks dont reduce the spread of respiratory infections; COVID-19 vaccines are ineffective, and may lead to more severe disease; ivermectin, vitamin D, and zinc are effective COVID-19 treatments",FALSE,https://science.feedback.org/review/family-physician-daniel-stock-repeated-previously-debunked-misinformation-about-covid-19-vaccines-treatments-and-control-strategies-in-a-mount-vernon-school-board-meeting/
Flawed preprint based on autopsies inadequate to demonstrate that COVID-19 vaccines caused 74% of those deaths,Lancet Study on Covid Vaccine Autopsies Finds 74% Were Caused by Vaccineù,FALSE,https://science.feedback.org/review/flawed-preprint-autopsies-inadequate-demonstrate-covid19-vaccines-caused-74-percent-deaths/
Ivermectin isnt a highly effective drug for treating COVID-19,Ivermectin reduces the risk of death from COVID-19,FALSE,https://science.feedback.org/review/ivermectin-isnt-a-highly-effective-drug-for-treating-covid-19-tess-lawrie/
The COVID-19 vaccines provide strong protection against hospitalization and death; number of vaccinated people in hospital does not indicate evidence against this,the vaccinated population accounted for 72% of Covid-19 hospitalisationsù; the vaccinated population accounted for 83% of Covid-19 deathsù,FALSE,https://science.feedback.org/review/the-covid-19-vaccines-provide-strong-protection-against-hospitalization-and-death-number-of-vaccinated-people-in-hospital-does-not-indicate-evidence-against-this/
"No, HAARP cant create floods, climate change can make heavy rainfall more extreme","HAARP is responsible for recent floods in Spain, New Mexico, and elsewhere.",FALSE,https://science.feedback.org/review/haarp-cant-create-floods-climate-change-can-make-heavy-rainfall-more-extreme/
Nature Biotechnologystudy misrepresented in social media posts claiming all mRNA jabs cause heart damageù,Nature study shows all mRNA jabs cause heart damageù,FALSE,https://science.feedback.org/review/nature-biotechnology-study-misrepresented-social-media-posts-claiming-all-mrna-jabs-cause-heart-damage/
"Ivermectin wasnt shown to be more effective than remdesivir, contrary to claim by John Campbell","In other words, you're about 70 percent less likely to die if you take ivermectin compared to taking remdesivirù",FALSE,https://science.feedback.org/review/ivermectin-wasnt-shown-more-effective-than-remdesivir-contrary-to-claim-by-john-campbell/
High blood cholesterol increases the risk of cardiovascular death; statins are safe and effectively reduce this risk,Nobody has ever died from high cholesterolù; people die from the statin drugs that they give you for high cholesterolù,FALSE,https://science.feedback.org/review/high-blood-cholesterol-increases-risk-cardiovascular-death-statins-safe-effectively-reduce-risk/
"Texas floods not caused by cloud seeding or dam release, but likely worsened by climate change",Definitively no.,FALSE,https://science.feedback.org/review/texas-floods-not-caused-by-cloud-seeding-dam-release-but-likely-worsened-climate-change/
"The group World Doctors Alliance spreads misinformation about the impact of the COVID-19 pandemic, the virus, and the reliability of diagnostic tests",COVID-19 is a type of flu and is not a pandemic; PCR tests are up to 94% false positive; only 98 COVID-19 related deaths have been reported in Ireland.,FALSE,https://science.feedback.org/review/the-group-doctors-for-truth-spreads-misinformation-about-the-impact-of-the-covid-19-pandemic-the-virus-and-the-reliability-of-diagnostic-tests/
Photos of blood clots removed during embalming dont show any link with COVID-19 vaccines; blood clotting risk is much higher after COVID-19 than vaccination,COVID-19 vaccines are linked to an increase in abnormal blood clots observed by embalmers,FALSE,https://science.feedback.org/review/photos-blood-clots-embalming-dont-show-link-with-covid-19-vaccines-blood-clotting-risk-higher-after-covid-19/
Lack of reliable evidence supporting the claim that sauna bathing is an effective way to detoxù the body,Sauna bathing effectively detoxes the body by inducing sweating,FALSE,https://science.feedback.org/review/lack-reliable-evidence-supporting-sauna-bathing-detox-body/
Claim that hydroxychloroquine is an effective early treatment for COVID-19 isnt supported by evidence from clinical trials,The FDA hid the evidence that HCQ [hydroxychloroquine] was effective in the early treatment of the disease. Hundreds of thousands of people died as a result of this lie.ù,FALSE,https://science.feedback.org/review/claim-hydroxychloroquine-effective-early-treatment-for-covid-19-isnt-supported-by-evidence-from-clinical-trials/
"More evidence needed to confirm association between Alzheimers prevention and supplements like curcumin, green tea, or lions mane","Three supplements (curcumin, green tea, and lions mane) can stop Alzheimers disease before it starts",FALSE,https://science.feedback.org/review/more-evidence-needed-confirm-association-between-alzheimers-prevention-supplements-like-curcumin-green-tea-lions-mane/
"Pyramid-shaped peaks in Antarctica are naturally carved by glaciers, not constructed by an ancient civilization","Ancient civilizations once inhabited Antarctica, as shown by the pyramids there, but the continents position and climate rapidly changed due to òtectonics and pole shift.",FALSE,https://science.feedback.org/review/pyramid-shaped-peaks-antarctica-naturally-carved-by-glaciers-not-constructed-by-ancient-civilization/
"Tattoos do carry some health risks, but there is currently insufficient evidence for the claim that tattoo ink causes cancer",Tattoo ink contains heavy metals that cause cancer; a zeolite cure can remove these heavy metals from the body,FALSE,https://science.feedback.org/review/tattoos-do-carry-some-health-risks-but-there-is-currently-insufficient-evidence-for-the-claim-that-tattoo-ink-causes-cancer/
Global warming matches model predictions well despite misconstrued claims about new photosynthesis study,New photosynthesis study shows that Earth is not warming as predicted by climate models,FALSE,https://science.feedback.org/review/global-warming-matches-model-predictions-well-misconstrued-claims-new-photosynthesis-study/
"Contrary to viral Facebook claim, numerous studies show vaccines dont cause autism",there are no studies that prove vaccines dont cause autism,FALSE,https://science.feedback.org/review/contrary-to-viral-facebook-claim-numerous-studies-show-vaccines-dont-cause-autism/
"In viral Turning Point USA video, Candace Owens and Charlie Kirk falsely claim there is no evidence of global warming and scientists dont know the cause","There is no factual data to back up global warming; real scientists dont know whether CO<sub>2</sub>, solar sunspots or natural activity cause global warming",FALSE,https://science.feedback.org/review/in-viral-turning-point-usa-video-candace-owens-and-charlie-kirk-falsely-claim-there-is-no-evidence-of-global-warming-and-scientists-dont-know-the-cause/
Japanese government didnt declare COVID-19 mRNA vaccines to be deadly,Japan Officially Named Covid mRNA vaccines Most Deadly Drug in History of Humankindù,FALSE,https://science.feedback.org/review/japanese-government-didnt-declare-covid19-mrna-vaccines-deadly/
The majority of COVID-19 hospitalizations in the U.K. are among unvaccinated people,unvaccinated people,FALSE,https://science.feedback.org/review/the-majority-of-covid-19-hospitalizations-in-the-u-k-are-among-unvaccinated-people/
No reliable scientific evidence supports the use of dietary supplements marketed as weight loss and blood pressure aids in viral Facebook posts,Exipure weight loss supplement is scientifically proven to be effective; BPS-5 supplement effectively reduces blood pressure,FALSE,https://science.feedback.org/review/no-evidence-dietary-supplements-weight-loss-blood-pressure-facebook/
"Analysis of Dutch cities mortality doesnt show that COVID-19 vaccines increase the risk of death, contrary to Alex Berensons interpretation",New paper suggests Covid mRNA vaccination rates are linked to increases in overall deathsù,FALSE,https://science.feedback.org/review/dutch-cities-mortality-doesnt-show-covid-19-vaccines-increase-risk-of-death-contrary-to-alex-berenson-interpretation/
"Grapefruit can cause negative effects when mixed with certain antidepressants, such as sertraline (Zoloft)",,FALSE,https://science.feedback.org/review/grapefruit-can-cause-negative-effects-when-mixed-certain-antidepressants-sertraline-zoloft/
"Fluoride level in U.S. drinking water is safe; people of all ages, including infants, can consume fluoridated water",Babies shouldnt drink fluoridated water; the blood-brain barrier in infants is not fully formed until six months of age,FALSE,https://science.feedback.org/review/fluoride-level-us-drinking-water-safe-including-infants-can-consume-fluoridated-water/
"Can solar panels warm their surroundings? Yes, but so can other materials",Apply to become a reviewer,FALSE,https://science.feedback.org/review/can-solar-panels-warm-surroundings/
Photo meme of Sydney Harbour incorrectly claims no sea level rise has occurred,Factually Inaccurate:,FALSE,https://science.feedback.org/review/photo-meme-of-sydney-harbour-incorrectly-claims-no-sea-level-rise-has-occurred/
COVID-19 vaccines dont cause herpes infections; a possible association with the reactivation of herpes zoster in patients with rheumatic diseases remains unconfirmed,Herpes infections may be a side effect of a COVID-19 vaccineù,FALSE,https://science.feedback.org/review/covid-19-vaccines-dont-cause-herpes-infections-a-possible-association-with-the-reactivation-of-herpes-zoster-in-patients-with-rheumatic-diseases-remains-unconfirmed-new-york-post/
Children under six are at a much higher risk of hepatitis B-related complications than adults; vaccination is very safe and effective at preventing infection and disease,If you don't have hepatitis B then your baby's not going to have hepatitis Bù; there's 16 times the amount of aluminum that the FDA says can poison a babyù,FALSE,https://science.feedback.org/review/children-under-six-much-higher-risk-of-hepatitis-b-related-complications-than-adults-vaccination-safe-and-effective-preventing-infection-disease-liz-wheeler/
Insufficient evidence to support Kanye Wests claim that fluoride in toothpaste harms the pineal gland,has not been investigated,FALSE,https://science.feedback.org/review/insufficient-evidence-to-support-kanye-west-claim-fluoride-in-toothpaste-harms-pineal-gland-joe-rogan-experience/
Rat study alleged to link COVID-19 vaccines to autism cannot be generalized to humans and contains important limitations,COVID-19 Shots Linked to Autism in Vaccinated Rats: Studyù,FALSE,https://science.feedback.org/review/rat-study-alleged-link-covid-vaccines-autism-cannot-generalized-humans-important-limitations/
"A cancerous tumor is a mass of cancer cells, not toxinsù; biopsies and mammograms dont cause cancer","A tumor is a bubbleù of toxins from the body; ""cancer is basically your friend""; biopsies and mammograms cause cancer",FALSE,https://science.feedback.org/review/tumors-are-mass-cancer-cells-not-toxins-biopsies-mammograms-dont-cause-cancer/
"Sunscreen protects against skin cancer, contrary to widespread claim that it causes cancer","Recent Study Shows How Sunscreen Causes Cancer, Not the Sun",FALSE,https://science.feedback.org/review/sunscreen-protects-against-skin-cancer-contrary-to-widespread-claim-that-it-causes-cancer/
No evidence that the fall in COVID-19 cases in Indonesia is linked to the use of ivermectin,Ivermectin played a role on the steep decline of COVID-19 cases in Indonesia,FALSE,https://science.feedback.org/review/no-evidence-that-the-fall-in-covid-19-cases-in-indonesia-is-linked-to-the-use-of-ivermectin/
"Amid measles outbreak in Texas, RFK Jr. misleads on measles vaccine safety in Fox News interview",Measles vaccine causes deaths every year and the same illnesses caused by measles,FALSE,https://science.feedback.org/review/measles-outbreak-texas-rfk-jr-misleads-measles-vaccine-safety-fox-news-interview/
"COVID-19 is at least an order of magnitude more deadly than seasonal flu, according to current estimates",COVID-19 [is] less deadly than [seasonal] fluù,FALSE,https://science.feedback.org/review/covid-19-is-at-least-an-order-of-magnitude-more-deadly-than-seasonal-flu-according-to-current-estimates/
COVID-19 vaccines dont contain magnetic ingredients; dose volume is too small to contain any device able to hold a magnet through the skin,COVID-19 vaccines contain metals or microchips that cause magnets to attach to the arm of vaccinated people,FALSE,https://science.feedback.org/review/covid-19-vaccines-dont-contain-magnetic-ingredients-dose-volume-is-too-small-to-contain-any-device-able-to-hold-a-magnet-through-the-skin/
"Analysis of adverse event variation between Pfizer COVID-19 vaccine batches doesnt indicate safety problems, contrary to claim by John Campbell","Danish researchers show high rates of side effects from Pfizer COVID-19 vaccine, indicating problems with safety",FALSE,https://science.feedback.org/review/analysis-adverse-event-variation-pfizer-covid-19-vaccine-batches-doesnt-indicate-safety-problems-contrary-john-campbell/
There is no evidence that luciferase is an ingredient in the COVID-19 vaccines,Luciferase is in the COVID-19 vaccines to tag and track people,FALSE,https://science.feedback.org/review/there-is-no-evidence-that-luciferase-is-an-ingredient-in-the-covid-19-vaccines/
CDC directors comments that 75% of COVID-19 deaths are among people with four comorbidities applies only to vaccinated people,75% of deaths were people with òat least four comorbidities,FALSE,https://science.feedback.org/review/cdc-directors-75-percent-covid-19-deaths-among-people-with-comorbidities-applies-to-vaccinated-people/
"Rising cancers in young adults preceded pandemic, unrelated to COVID-19 or vaccines, contrary to Patrick Soon-Shiongs claims in Tucker Carlson interview",COVID-19 and COVID-19 vaccines are likely causing a global epidemic of terrifyingly aggressive cancersù,FALSE,https://science.feedback.org/review/rising-cancers-young-adults-preceded-pandemic-unrelated-covid19-vaccines-contrary-patrick-soon-shiongs-claims-tucker-carlson-interview/
PragerU video on climate change repeats a range of misleading claims by Steven Koonin,"It is virtually certain that hot extremes (including heatwaves) have become more frequent and more intense across most land regions since the 1950s, while cold extremes (including cold waves) have become less frequent and less severe, with high confidence that human-induced climate change is the main driver of these changes.ù",FALSE,https://science.feedback.org/review/prageru-video-on-climate-change-repeats-a-range-of-misleading-claims-by-steven-koonin/
Internet meme inaccurately claims that fruit is injected with HIV-contaminated blood,a [group] of people is injecting fruits with blood containing HIV and AIDS,FALSE,https://science.feedback.org/review/internet-meme-inaccurately-claims-that-fruit-is-injected-with-hiv-contaminated-blood-instagram/
Oral birth control doesnt cause PCOS or uterine fibroids; wild yam and castor oil are unproven treatments,Oral contraceptive pills are the number oneù cause of polycystic ovary syndrome; a combination of wild yam and castor oil can cure polycystic ovary syndrome and uterine fibroids,FALSE,https://science.feedback.org/review/oral-birth-control-doesnt-cause-pcos-uterine-fibroids-wild-yam-castor-oil-unproven-treatments/
"More deaths occurred in 2020 than in previous years; Johns Hopkins student article compared proportion of deaths per age group, which can obscure changes in raw numbers","Johns Hopkins study mysteriously disappears after it revealed, in spite of COVID, no more deaths in 2020 than in prior yearsù",FALSE,https://science.feedback.org/review/cdc-data-shows-higher-number-of-deaths-in-2020-compared-to-previous-years-johns-hopkins-student-article-compared-percentages-not-raw-numbers/
Significant methodological flaws in a 2020 study claiming to show unvaccinated children are healthier,"Vaccinated children are more likely to have adverse health outcomes like developmental delays, asthma, and ear infections compared to unvaccinated children.",FALSE,https://science.feedback.org/review/significant-methodological-flaws-in-a-2020-study-claiming-to-show-unvaccinated-children-are-healthier-brian-hooker-childrens-health-defense/
"No, a study from Denmark didnt find that COVID-19 vaccines make people more prone to infection; biases in the study likely led to underestimated vaccine effectiveness",Danish researchers [...] found protection against Omicron turned negative three months after the second doseù,FALSE,https://science.feedback.org/review/study-from-denmark-didnt-find-covid-19-vaccines-make-people-more-prone-infection-alex-berenson/
"Russell Brands YouTube videos use flawed analyses and simplistic correlations to link COVID-19 vaccines to heart issues, cancer, excess deaths","COVID-19 vaccines are associated with an increase in heart conditions, cancer",FALSE,https://science.feedback.org/review/russell-brand-youtube-videos-flawed-analyses-simplistic-correlations-link-covid19-vaccines-heart-issues-cancer-excess-deaths/
Mel Gibson makes baseless claim on Joe Rogans podcast that dewormers ivermectin and fenbendazole are effective cancer cures,"Ivermectin, fenbendazole have been used to cure stage four cancer",FALSE,https://science.feedback.org/review/mel-gibson-makes-baseless-claim-joe-rogan-podcast-dewormers-ivermectin-fenbendazole-effective-cancer-cures/
Vaccines dont cause autism; difference in infant mortality rates between Japan and the U.S. unrelated to childhood vaccine coverage,Vaccines contain unhealthy levels of aluminum; Japans elimination of vaccines has reduced infant mortality,FALSE,https://science.feedback.org/review/vaccines-dont-cause-autism-difference-infant-mortality-rates-japan-us-unrelated-vaccination/
No data available to suggest a link between Indias reduction of COVID-19 cases and the use of ivermectin,Coronavirus cases are plummeting in India thanks to new rules that promote Ivermectin and hydroxychloroquineù; it is a now-indisputable fact that [ivermectin and hydroxychloroquine] essentially kill COVID-19 within hours or daysù,FALSE,https://science.feedback.org/review/no-data-available-to-suggest-a-link-between-indias-reduction-of-covid-19-cases-and-the-use-of-ivermectin-jim-hoft-gateway-pundit/
Peter McCullough misleads again about the benefits and risks of COVID-19 vaccines in viral interview,"COVID-19 vaccines are unsafe, they cause deaths by cardiac arrest and blood clots",FALSE,https://science.feedback.org/review/peter-mccullough-misleads-again-about-benefits-risks-covid-19-vaccines-viral-interview/
Sugar isnt inherently cancer-causing; no evidence that removing sugar from diet cures cancer,Sugar causes cancer; eliminating sugar from the diet can cure cancer,FALSE,https://science.feedback.org/review/sugar-isnt-inherently-cancer-causing-no-evidence-removing-sugar-from-diet-cures-cancer/
Misleading claims linking the spread of Omicron variant to vaccinated people rely on partial data and are unsubstantiated,'Omicron COVID Variant Found ONLY in Fully Vaccinated',FALSE,https://science.feedback.org/review/misleading-claims-linking-omicron-variant-to-vaccinated-people-rely-on-partial-data-unsubstantiated/
"CDC data didnt show an increased risk of hospitalization in people vaccinated against COVID-19, contrary to claim by Alex Berenson",vaccinated and boosted people were MORE likely to be hospitalized with the new Omicron variant than unvaccinated peopleù,FALSE,https://science.feedback.org/review/cdc-data-didnt-show-increased-risk-hospitalization-people-vaccinated-against-covid19-contrary-claim-alex-berenson/
Dead things transform into fossil fuels in Earths crust over millions of years; no evidence of deeper origins or renewable source,"Oil and gas are not ""fossil fuels""; they are a renewable energy source generated in Earth's deeper interior (i.e., upper mantle)",FALSE,https://science.feedback.org/review/dead-things-transform-into-fossil-fuels-earth-crust-over-millions-years-no-evidence-deeper-origins-renewable-source/
Folk remedy of placing raw onions on feet to cure illness lacks scientific evidence,Placing raw onion on the bottom of the feet eliminates illness,FALSE,https://science.feedback.org/review/folk-remedy-placing-raw-onions-feet-to-cure-illness-lacks-scientific-evidence/
"EU is not passing law to òseize and scrap cars under climate agenda, contrary to Peter Sweden claim",The EU could SEIZE and SCRAP your old car if it doesn't meet their criteria as part of their climate agenda.,FALSE,https://science.feedback.org/review/eu-not-passing-law-seize-scrap-cars-under-climate-agenda-contrary-peter-sweden-claim/
Vitamin A doesnt cure or prevent measles; vaccine is most effective prevention,Vitamin A can prevent measles or treat measles symptoms,FALSE,https://science.feedback.org/review/vitamin-a-doesnt-cure-prevent-measles-vaccine-effective-prevention/
Pfizers confidential document shows adverse events reported following vaccination; it doesnt demonstrate that the vaccine caused the events or is unsafe,Safety surveillance data in the Pfizers document shows harmful effects of the Pfizer-BioNTech COVID-19 vaccine,FALSE,https://science.feedback.org/review/pfizers-confidential-document-shows-adverse-events-reported-following-vaccination-it-doesnt-demonstrate-vaccine-caused-events-or-is-unsafe/
Claim by Robert F Kennedy Jr that one vaccine injuryù occurs for every 39 vaccinations is unsupported by scientific data,Vaccine Injuries Ratio: One for Every 39 Vaccines Administered,FALSE,https://science.feedback.org/review/claim-by-rfk-jr-that-one-vaccine-injury-occurs-for-every-39-vaccinations-is-unsupported-by-scientific-data/
"Febrile seizures after COVID-19 vaccination are rare and arent linked to long-term health problems, contrary to implication in Gateway Pundit article","However, absolute risk was low",FALSE,https://science.feedback.org/review/febrile-seizures-covid19-vaccination-rare-arent-linked-long-term-health-problems-contrary-implication-gateway-pundit/
"Current evidence doesnt suggest coffee contains toxic levels of mold, nor that it causes cancer","Toxin found in coffee attacks the bladder and kidneys, causes cancer",FALSE,https://science.feedback.org/review/current-evidence-doesnt-suggest-coffee-contains-toxic-levels-mold-nor-causes-cancer/
The COVID-19 vaccines protect people from severe COVID-19 and dont weaken the immune system,Worldwide Data suggests Fully Vaccinated [people] are developing Acquired Immunodeficiency Syndromeù,FALSE,https://science.feedback.org/review/covid-19-vaccines-protect-people-from-severe-covid-19-and-dont-weaken-the-immune-system-the-expose/
Marty Makary relies on misleading and unsubstantiated claims to accuse U.S. government of spreading misinformation,inaccurate and misleading interpretation,FALSE,https://science.feedback.org/review/marty-makary-misleading-unsubstantiated-claims-accuse-us-government-spreading-misinformation/
"No evidence that hydroxychloroquine and ivermectin cure cancer; cancer and multiple sclerosis arent caused solely by parasites, contrary to claim by orthopedic surgeon",Cancer and multiple sclerosis are caused by parasites; hydroxychloroquine and ivermectin can cure cancer,FALSE,https://science.feedback.org/review/no-evidence-hydroxychloroquine-ivermectin-cure-cancer-multiple-sclerosis-arent-caused-solely-parasites-contrary-orthopedic-surgeon-lee-merritt/
Misinterpreted New York Times report leads to false claim that the number of COVID-19 cases in the U.S. is inflated by up to 90%,COVID-19 case numbers are inflated due to PCR test sensitivity; 90% of positive COVID-19 tests should be negativeù,FALSE,https://science.feedback.org/review/misinterpreted-new-york-times-report-leads-to-false-claim-that-the-number-of-covid-19-cases-in-the-u-s-is-inflated-by-up-to-90/
U.S. CDC director didnt state that COVID-19 deaths were over-counted; her statements about deaths among vaccine breakthrough cases were misinterpreted,CDC director admits that COVID-19 deaths were over-counted,FALSE,https://science.feedback.org/review/us-cdc-director-didnt-state-that-covid-19-deaths-were-over-counted-her-statements-about-deaths-among-vaccine-breakthrough-cases-were-misinterpreted-jim-hoft-gateway-pundit/
"Calcium is an essential component of bones and helps prevent osteoporosis, contrary to claim by Barbara ONeill",,FALSE,https://science.feedback.org/review/calcium-essential-component-bones-helps-prevent-osteoporosis-contrary-claim-barbara-oneill/
Mammograms dont increase risk of dying from breast cancer; they reduce it,Mammograms dont prevent cancer; mammograms contribute to cancer development,FALSE,https://science.feedback.org/review/mammograms-dont-increase-risk-dying-breast-cancer-they-reduce-it/
"Review of Climate: The Movie (The Cold Truth) reveals numerous, well-known misinformation talking points and inaccuracies",,FALSE,https://science.feedback.org/review/review-climate-the-movie-the-cold-truth-reveals-numerous-well-known-misinformation-talking-points-inaccuracies/
"Scientists have found that modern climate change is caused entirely by human activity, contrary to recent speculation by Joe Rogan","The question is, òhow much of an impact do we have on [climate]? That has not totally been quantifiedù; climate change is happening anyway, The ice age happened without us¶Its probably this constant cycleù.",FALSE,https://science.feedback.org/review/scientists-found-modern-climate-change-caused-entirely-by-human-activity-contrary-recent-speculation-joe-rogan-experience/
"Swiss study doesnt show that Moderna COVID-19 mRNA vaccine is dangerous for the heart, John Campbell and The Gateway Pundit exaggerated the studys conclusions","1 in 35 people showed signs of heart damage after taking the Moderna COVID19 vaccineù; it is a kill shotù; taking this kind of risk, its just complete madnessù",FALSE,https://science.feedback.org/review/swiss-study-doesnt-show-moderna-mrna-vaccines-dangerous-heart-john-campbell-the-gateway-pundit-exaggerated-study-conclusions/
Hurricane Miltons path is not evidence of weather manipulation; humans cannot create or manipulate hurricanes,Hurricane Milton is a targeted geo-engineered storm. Hurricanes dont develop in the western Gulf of Mexico and head straight east to Florida.,FALSE,https://science.feedback.org/review/hurricane-miltons-path-is-not-evidence-of-weather-manipulation-humans-cannot-create-or-manipulate-hurricanes/
